ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
ADAM,7.35,8,5,0,13,1.56,-6.6%,-11.3%,1.7%,-15.8%,0.048,189.636,0.74556,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
MDU,19.65,8,5,0,13,1.35,-6.9%,-2.3%,2.0%,-7.3%,0.051,-0.003,0.32617,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
IDYA,32.75,8,4,1,13,1.12,-1.0%,-0.5%,-2.9%,-13.5%,0.002,0.554,-0.43890998,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
CATY,47.83,8,5,0,13,2.57,0.9%,-9.5%,-5.5%,-11.1%,-0.024,0.196,0.0,"base_tight, above_low_20_80, within_high_75, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders"
FULT,19.62,8,5,0,13,1.19,-0.2%,-10.8%,-2.7%,-13.8%,0.004,0.022,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
HAFN,7.0,8,4,0,12,1.34,5.1%,2.6%,31.2%,-6.7%,0.343,-0.309,0.28061,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
CVE,25.06,8,4,0,12,1.12,8.0%,9.0%,48.4%,0.0%,0.515,-0.151,0.21475,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
DAWN,21.44,8,4,0,12,1.01,0.6%,77.6%,144.7%,0.0%,1.479,0.839,0.8912,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
APA,39.11,8,4,0,12,1.46,13.5%,34.5%,60.3%,0.0%,0.634,-0.28,0.68014,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
CRGY,12.67,8,4,0,12,1.08,5.7%,20.2%,50.6%,0.0%,0.537,-0.012,0.5565,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MUR,38.73,8,4,0,12,1.5,5.2%,13.7%,21.3%,0.0%,0.244,-0.084,0.75711,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
PCG,17.32,8,4,0,12,1.22,-4.5%,-4.3%,10.8%,-9.4%,0.139,0.026,0.39583,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
SSL,12.25,8,4,0,12,1.33,8.3%,38.4%,95.7%,-1.2%,0.988,0.002,0.4067,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
SUN,64.73,8,4,0,12,1.18,0.7%,4.3%,24.9%,-3.8%,0.28,0.632,0.11079001,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
RCUS,21.64,8,4,0,12,0.68,-1.5%,11.1%,-2.9%,-17.1%,0.002,0.269,-1.11741,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
ROMA,6.94,8,4,0,12,0.5,28.5%,216.9%,188.0%,0.0%,1.911,0.176,0.35985002,"within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
PRA,24.58,8,4,0,12,1.24,-0.2%,0.8%,1.4%,-0.7%,0.046,-0.041,0.28151,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
MPC,232.53,8,4,0,12,1.14,2.8%,18.4%,33.9%,-1.6%,0.37,-0.012,0.10308,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
OVV,56.97,8,4,0,12,0.79,3.0%,13.1%,47.6%,-0.0%,0.507,-0.06,0.51922,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
UNF,260.76,8,4,0,12,1.56,-4.6%,10.8%,47.7%,-5.1%,0.508,0.027,0.36523998,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
EA,200.51,8,4,0,12,0.9,0.6%,0.4%,-1.4%,-2.0%,0.017,0.01,0.78264,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
AHR,48.11,8,4,0,12,0.92,-7.8%,-7.8%,1.5%,-9.6%,0.047,0.119,0.18298,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
ARI,10.06,8,4,0,12,0.96,-2.0%,-4.6%,1.9%,-8.1%,0.05,-0.013,0.68247,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BHE,54.03,8,4,0,12,1.38,1.5%,-5.8%,22.8%,-10.5%,0.259,0.072,0.101560004,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_positive, eps_beat, eps_positive, inst_holders"
VLO,239.86,8,4,0,12,1.73,4.0%,20.4%,48.1%,-0.9%,0.513,-0.021,0.13194,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
INDB,74.7,8,4,0,12,1.2,-0.1%,-9.1%,-1.8%,-13.1%,0.013,0.471,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_positive, inst_holders"
ETR,99.9,8,4,0,12,0.84,-5.4%,-3.3%,9.5%,-6.7%,0.126,0.079,0.47717,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
GD,345.78,8,4,0,12,1.07,-1.6%,-2.4%,3.2%,-5.9%,0.063,0.078,0.1513,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
