ticker,sector,industry,cap_label,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals,repeat
P,Technology,Computer Hardware,Large,104.14,8,7,0,15,3.92,6.1%,-7.0%,39.6%,-11.9%,0.376,0.377,0.69734,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
UMC,Technology,Semiconductors,Large,24.61,8,6,1,15,1.24,8.7%,35.8%,4.0%,-10.6%,0.02,0.17,0.30603,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, atr_contracted","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive",False
THC,Healthcare,Medical Care Facilities,Large,261.99,8,6,1,15,1.05,-0.6%,-2.4%,51.8%,-6.7%,0.498,0.068,0.41661,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, last_vol_surge_up, rs_vs_spy, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
TK,Energy,Oil & Gas Midstream,Small,14.71,8,7,0,15,1.34,2.3%,11.7%,23.5%,0.0%,0.215,0.435,0.50399,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
SHIP,Industrials,Marine Shipping,Small,18.59,8,6,1,15,1.37,1.0%,10.1%,28.9%,-1.7%,0.269,0.486,0.67468,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive",False
SEIC,Financial,Asset Management,Large,105.2,9,6,0,15,1.72,-1.6%,-2.0%,17.6%,-5.8%,0.156,0.147,0.78388,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
TMO,Healthcare,Diagnostics & Research,Large,651.45,8,6,1,15,1.52,6.9%,6.3%,40.3%,-1.0%,0.383,0.105,0.40987998,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
ABM,Industrials,Specialty Business Services,Mid,49.77,10,5,0,15,1.56,0.7%,5.4%,13.5%,-1.6%,0.115,0.042,0.12918,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
SB,Industrials,Marine Shipping,Small,9.18,9,6,0,15,1.76,7.9%,12.4%,39.7%,0.0%,0.377,0.33,0.63644004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",True
TNK,Energy,Oil & Gas Midstream,Mid,100.92,8,7,0,15,1.29,0.1%,11.1%,36.0%,0.0%,0.34,0.63,0.5033,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
RLGT,Industrials,Integrated Freight & Logistics,Small,8.72,9,6,0,15,5.13,7.3%,-0.7%,-2.8%,-11.1%,-0.048,0.185,0.16859,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
PANL,Industrials,Marine Shipping,Small,8.38,9,5,1,15,1.49,-0.4%,8.5%,15.0%,-8.7%,0.13,0.194,0.20472999,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, up_down_vol, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
RGA,Financial,Insurance - Reinsurance,Large,245.68,8,6,1,15,0.94,-1.2%,2.1%,17.2%,-4.0%,0.152,0.185,0.1407,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
REPX,Energy,Oil & Gas E&P,Small,43.64,9,6,0,15,2.67,0.3%,16.6%,34.6%,-2.8%,0.326,0.942,0.70959,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
RDWR,Technology,Software - Infrastructure,Small,29.13,9,5,1,15,1.89,4.4%,7.7%,7.5%,-9.3%,0.055,0.109,0.80553,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
RAL,Technology,Electronic Components,Mid,67.96,8,7,0,15,1.25,1.1%,2.3%,-0.2%,-7.6%,-0.022,0.128,0.50952,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
PUBM,Technology,Software - Application,Small,17.55,8,6,1,15,1.16,6.4%,4.6%,55.3%,-1.3%,0.533,0.105,0.6443,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",True
VLO,Energy,Oil & Gas Refining & Marketing,Large,413.28,9,6,0,15,1.7,5.9%,19.4%,75.6%,0.0%,0.736,0.517,0.16118999,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
AAPL,Technology,Consumer Electronics,Large,336.13,8,7,0,15,0.96,1.2%,6.1%,12.9%,-1.1%,0.109,0.164,0.48653,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
PAYC,Technology,Software - Application,Large,226.28,8,6,1,15,1.34,3.4%,2.0%,81.5%,-5.9%,0.795,0.098,0.88055,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
BUSE,Financial,Banks - Regional,Mid,30.32,10,4,1,15,1.42,-0.4%,0.3%,8.4%,-4.0%,0.064,-0.009,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, eps_beat, eps_positive, inst_holders",False
CTS,Technology,Electronic Components,Small,58.3,8,5,2,15,1.82,0.8%,0.5%,-12.9%,-14.6%,-0.149,0.07,0.39713,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_line_rising, bb_compressed, atr_contracted","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
VCTR,Financial,Asset Management,Mid,106.56,8,7,0,15,1.81,-3.4%,-7.6%,23.0%,-11.6%,0.21,0.24,0.57335997,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
EGO,Basic Materials,Gold,Large,43.22,10,4,1,15,1.74,-1.2%,3.7%,31.0%,-12.6%,0.29,0.079,0.62312,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_positive, gross_margin_healthy, eps_positive, inst_holders",True
HRMY,Healthcare,Biotechnology,Mid,42.02,8,7,0,15,1.78,1.2%,5.2%,26.3%,-2.0%,0.243,0.303,0.75424004,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
HOPE,Financial,Banks - Regional,Small,13.96,9,5,1,15,1.32,0.1%,-0.1%,9.8%,-3.7%,0.078,0.71,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
DGX,Healthcare,Diagnostics & Research,Large,246.45,8,7,0,15,1.24,4.9%,1.9%,26.9%,-0.4%,0.249,0.102,0.33192003,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
ASX,Technology,Semiconductors,Large,41.63,8,5,2,15,1.19,5.5%,16.7%,3.7%,-6.8%,0.017,0.267,0.19485001,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed, atr_contracted","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive",False
DXCM,Healthcare,Medical Devices,Large,89.35,8,7,0,15,1.24,7.6%,-0.6%,23.3%,-3.2%,0.213,0.131,0.62473,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
ECO,Industrials,Marine Shipping,Mid,84.95,9,6,0,15,1.92,11.6%,32.2%,76.6%,-1.6%,0.746,2.394,0.72326,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive",True
GILD,Healthcare,Drug Manufacturers - General,Large,150.11,9,5,1,15,1.25,5.0%,2.3%,22.0%,-1.9%,0.2,0.102,0.79603994,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
EWBC,Financial,Banks - Regional,Large,126.92,8,6,1,15,1.75,-1.7%,-2.7%,0.7%,-7.1%,-0.013,0.163,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
CFR,Financial,Banks - Regional,Mid,159.8,9,5,1,15,1.22,-1.9%,-2.4%,10.4%,-5.4%,0.084,0.061,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
EGY,Energy,Oil & Gas E&P,Small,6.06,9,5,1,15,1.67,-4.1%,3.3%,9.7%,-7.2%,0.077,0.395,0.58027,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, inst_holders",False
FSUN,Financial,Banks - Regional,Small,39.34,8,5,2,15,2.01,-2.0%,-1.5%,8.7%,-5.0%,0.067,0.422,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, rs_vs_spy, bb_compressed, atr_contracted","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
FRO,Energy,Oil & Gas Midstream,Large,51.42,9,6,0,15,2.11,4.5%,15.7%,25.6%,-4.8%,0.236,0.965,0.63033,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders",True
EXPO,Industrials,Engineering & Construction,Mid,68.3,8,6,1,15,1.51,1.6%,-1.9%,20.6%,-13.2%,0.186,0.12,0.36416999,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma50_cross_recent, rel_vol_high, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
ETN,Industrials,Specialty Industrial Machinery,Large,424.77,9,6,0,15,1.38,-0.1%,0.0%,1.0%,-7.7%,-0.01,0.214,0.36022,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
HTH,Financial,Financial Conglomerates,Mid,38.65,9,5,1,15,2.26,-0.1%,0.4%,2.7%,-2.9%,0.007,0.052,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
AMRX,Healthcare,Drug Manufacturers - Specialty & Generic,Mid,18.71,9,6,0,15,1.83,10.0%,3.3%,15.4%,-2.0%,0.134,0.099,0.39810002,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
ET,Energy,Oil & Gas Midstream,Large,21.14,8,6,1,15,0.98,-1.9%,-0.2%,14.6%,-2.7%,0.126,0.784,0.17509001,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
CHEF,Consumer Defensive,Food Distribution,Mid,110.85,8,6,1,15,0.99,0.4%,3.3%,16.2%,-4.0%,0.142,0.129,0.24457,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
ITT,Industrials,Specialty Industrial Machinery,Large,204.47,9,6,0,15,1.31,0.2%,-4.1%,4.1%,-7.4%,0.021,0.515,0.3498,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, ma50_cross_recent, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
MD,Healthcare,Medical Care Facilities,Mid,25.93,9,5,1,15,1.29,-3.1%,-1.1%,9.8%,-5.3%,0.078,0.04,0.26236,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
NBTB,Financial,Banks - Regional,Mid,51.51,9,5,1,15,1.42,-0.4%,0.3%,11.2%,-4.3%,0.092,0.178,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_positive, inst_holders",False
MPC,Energy,Oil & Gas Refining & Marketing,Large,424.89,9,6,0,15,1.73,7.3%,17.8%,75.4%,0.0%,0.734,0.537,0.12819,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
CF,Basic Materials,Agricultural Inputs,Large,127.7,8,6,1,15,1.06,-4.0%,7.3%,24.7%,-8.3%,0.227,0.176,0.42486,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
JXN,Financial,Insurance - Life,Mid,132.67,11,4,0,15,2.28,-3.3%,1.9%,25.0%,-5.0%,0.23,,0.48801,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
CVBF,Financial,Banks - Regional,Mid,22.7,9,5,1,15,1.72,1.2%,0.8%,10.1%,-2.6%,0.081,0.42,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
INVX,Energy,Oil & Gas Equipment & Services,Mid,28.8,8,6,1,15,1.73,-4.4%,-2.1%,12.6%,-8.9%,0.106,0.092,0.32401,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
LITE,Technology,Communication Equipment,Large,930.91,8,6,1,15,1.21,0.4%,12.5%,9.5%,-11.6%,0.075,1.093,0.44244,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
IPAR,Consumer Defensive,Household & Personal Products,Mid,112.51,8,4,2,14,1.21,1.2%,-3.2%,14.4%,-11.8%,0.124,0.021,0.58423,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed, atr_contracted","revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
UNM,Financial,Insurance - Life,Large,95.19,10,4,0,14,2.2,0.8%,8.6%,6.4%,-1.4%,0.044,0.003,0.29304,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders",False
PLGO,Financial,Insurance - Diversified,Small,23.54,8,5,1,14,1.51,-6.0%,1.5%,3.2%,-8.8%,0.012,0.103,0.25193,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, atr_contracted","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_positive, inst_holders",False
TKNO,Healthcare,Drug Manufacturers - Specialty & Generic,Small,7.79,8,5,1,14,1.32,16.1%,8.0%,48.7%,0.0%,0.467,0.185,0.34597,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
TGTX,Healthcare,Biotechnology,Mid,56.87,8,5,1,14,1.16,5.5%,10.0%,6.9%,-3.7%,0.049,0.703,0.82372004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders",False
OMDA,Healthcare,Health Information Services,Small,20.43,8,6,0,14,1.61,3.9%,-16.5%,15.8%,-23.7%,0.138,0.431,0.68185997,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
NWS,Communication Services,Entertainment,Large,32.68,8,6,0,14,1.58,-0.1%,-2.2%,14.0%,-7.2%,0.12,0.108,0.57167,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
KMTS,Healthcare,Medical Instruments & Supplies,Small,24.43,8,5,1,14,2.18,6.9%,-12.5%,22.6%,-13.8%,0.206,0.599,0.53886,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
THG,Financial,Insurance - Property & Casualty,Mid,227.31,8,5,1,14,1.49,0.7%,4.3%,15.3%,-2.4%,0.133,0.043,0.25191,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
TRV,Financial,Insurance - Property & Casualty,Large,374.62,8,6,0,14,0.96,-0.2%,3.8%,22.1%,-5.4%,0.201,0.003,0.34730998,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
FMNB,Financial,Banks - Regional,Small,15.56,8,5,1,14,1.24,-1.1%,0.6%,11.3%,-3.9%,0.093,0.564,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
TTC,Industrials,Tools & Accessories,Mid,93.49,8,6,0,14,1.77,0.8%,-4.0%,1.0%,-7.3%,-0.011,0.084,0.3352,"base_tight, above_low_20_80, within_high_75, ma150_rising, ma_aligned, ma50_cross_recent, rel_vol_high, last_vol_surge_up","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
VVX,Industrials,Aerospace & Defense,Mid,76.84,8,5,1,14,1.82,6.4%,-6.9%,-10.2%,-15.4%,-0.122,0.165,0.08473,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
PGNY,Healthcare,Healthcare Plans,Mid,27.13,8,5,1,14,1.14,-0.8%,6.3%,4.0%,-16.2%,0.02,0.053,0.24573,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, atr_contracted","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
DVA,Healthcare,Medical Care Facilities,Large,183.86,8,6,0,14,1.33,1.3%,3.7%,-11.6%,-23.7%,-0.136,0.052,0.32364,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
BPOP,Financial,Banks - Regional,Large,162.03,9,5,0,14,1.53,-1.0%,-4.5%,2.3%,-8.4%,0.003,0.076,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
UVSP,Financial,Banks - Regional,Small,42.48,8,5,1,14,1.3,-0.4%,1.9%,2.5%,-5.6%,0.005,0.084,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rs_vs_spy, rs_line_rising, bb_compressed","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
BNY,Financial,Banks - Diversified,Large,153.79,8,6,0,14,1.6,-5.5%,-3.7%,7.5%,-6.7%,0.055,0.131,,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders",False
BMY,Healthcare,Drug Manufacturers - General,Large,63.06,8,6,0,14,1.4,-0.9%,-6.7%,18.1%,-7.4%,0.161,0.057,0.71661,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
EBC,Financial,Banks - Regional,Mid,21.6,8,5,1,14,1.45,0.0%,-5.5%,5.6%,-8.0%,0.036,0.276,,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, eps_positive, inst_holders",False
SUN,Energy,Oil & Gas Refining & Marketing,Large,77.87,9,5,0,14,1.98,0.3%,1.3%,24.3%,-2.6%,0.223,1.645,0.119320005,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_positive, inst_holders",False
AMGN,Healthcare,Drug Manufacturers - General,Large,385.65,8,6,0,14,1.43,2.2%,-12.3%,14.9%,-13.2%,0.129,0.095,0.71891,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders",False
VIA,Technology,Software - Application,Mid,27.98,8,5,1,14,2.01,8.6%,6.1%,83.0%,-48.1%,0.81,0.267,0.39801,"price_above_ma150, ma150_rising, ma50_cross_recent, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising, bb_compressed","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders",False
