ticker,price,tech_score,fund_score,vol_bonus,total_score,rel_vol,return_1w,return_1m,return_3m,pct_from_high,rs_vs_spy,revenue_growth,gross_margins,tech_signals,fund_signals
ADTN,18.45,8,6,0,14,1.38,9.0%,44.9%,100.1%,0.0%,0.957,0.201,0.38287,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FIVN,22.24,8,6,0,14,1.84,34.4%,47.7%,25.9%,-24.8%,0.215,0.092,0.55465,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FTDR,68.8,8,6,0,14,1.21,11.9%,26.2%,16.4%,-0.8%,0.12,0.059,0.55241,"above_low_20_80, within_high_75, price_above_ma150, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
INGM,27.91,8,6,0,14,0.91,-8.0%,15.1%,32.6%,-9.6%,0.282,0.137,0.066589996,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
CLBK,19.25,9,5,0,14,1.35,5.9%,9.5%,18.3%,0.0%,0.139,0.185,0.0,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_positive, inst_holders"
INTC,99.62,9,5,0,14,1.63,20.7%,107.4%,114.4%,0.0%,1.099,0.072,0.372,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LAMR,140.35,10,4,0,14,0.96,4.5%,11.4%,10.7%,0.0%,0.063,0.023,0.67047,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
BEP,33.35,8,6,0,14,1.8,-2.5%,0.8%,13.2%,-5.7%,0.087,0.075,0.5469,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, rs_vs_spy","earnings_accelerating, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BHE,84.5,9,5,0,14,1.95,21.5%,47.5%,62.6%,0.0%,0.582,0.072,0.10208999,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
EBAY,104.07,8,6,0,14,1.46,6.3%,11.7%,14.5%,-2.9%,0.1,0.15,0.71449995,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
BTSG,52.58,9,5,0,14,1.62,9.2%,25.1%,33.9%,0.0%,0.295,0.293,0.11756,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_positive, inst_holders"
BB,5.42,8,6,0,14,1.12,6.5%,61.3%,51.8%,-3.4%,0.474,0.101,0.76161003,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
AXSM,206.53,9,5,0,14,1.97,11.1%,20.2%,12.1%,-0.6%,0.077,0.65,0.92564005,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
MSGE,67.66,8,6,0,14,1.07,6.6%,16.9%,9.4%,0.0%,0.049,0.129,0.47502,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
PRVA,24.85,8,6,0,14,1.33,4.2%,17.9%,7.0%,-5.9%,0.026,0.174,0.09866,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
NOK,13.3,9,5,0,14,1.84,27.2%,60.8%,106.8%,0.0%,1.024,0.024,0.45359,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LNT,74.06,9,5,0,14,1.1,3.2%,3.7%,13.2%,0.0%,0.088,0.09,0.45667,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
MTZ,417.41,8,6,0,14,1.26,11.0%,25.1%,73.6%,0.0%,0.691,0.345,0.12824,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, eps_beat, eps_positive, inst_holders"
GKOS,140.22,9,5,0,14,1.68,15.4%,24.5%,17.5%,-2.4%,0.13,0.412,0.78083,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
AAMI,65.49,8,5,0,13,1.36,-3.4%,16.5%,18.4%,-3.9%,0.14,0.026,0.42523,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
ACA,124.76,9,4,0,13,1.02,4.5%,15.5%,9.0%,-2.6%,0.046,-0.095,0.22707,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
AKR,21.51,9,4,0,13,1.15,2.9%,11.7%,8.6%,-1.0%,0.042,-0.013,0.69396,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, gross_margin_healthy, eps_positive, inst_holders"
ZGN,12.44,8,5,0,13,1.3,4.0%,14.5%,43.2%,0.0%,0.387,0.003,0.67504996,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
ETON,28.9,8,5,0,13,0.9,25.5%,14.0%,92.5%,0.0%,0.881,0.827,0.59830004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
TWST,60.4,8,5,0,13,1.21,-0.9%,21.9%,47.1%,-4.4%,0.426,0.169,0.51623,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
COHU,45.59,8,5,0,13,2.29,-2.9%,43.3%,59.7%,-3.7%,0.553,0.293,0.43469003,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
APLE,13.39,9,4,0,13,1.08,2.1%,16.6%,17.3%,-0.6%,0.128,-0.02,0.42648998,"base_tight, above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, rs_vs_spy, rs_line_rising","earnings_accelerating, gross_margin_healthy, eps_positive, inst_holders"
CTOS,10.1,9,4,0,13,2.16,15.6%,52.6%,59.8%,0.0%,0.554,0.093,0.21651,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
GTX,25.87,9,4,0,13,1.57,23.1%,39.1%,44.0%,0.0%,0.395,0.056,0.20396,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
QCOM,177.01,8,5,0,13,2.61,18.9%,39.1%,17.5%,-4.6%,0.131,-0.035,0.54799,"above_low_20_80, within_high_75, price_above_ma150, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
VTOL,49.29,8,4,1,13,1.04,1.6%,5.5%,12.5%,-1.4%,0.08,0.067,0.27718002,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, bb_compressed","revenue_positive, eps_beat, eps_positive, inst_holders"
REPX,36.44,8,5,0,13,0.97,4.4%,3.4%,31.4%,-8.5%,0.27,-0.053,0.70264,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy","earnings_accelerating, eps_beat, gross_margin_healthy, eps_positive, inst_holders"
FCEL,13.31,8,4,0,12,3.01,19.1%,106.0%,62.5%,-2.4%,0.581,0.607,-0.15946999,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, eps_beat, inst_holders"
GME,26.53,8,4,0,12,1.2,6.3%,16.6%,11.1%,-24.2%,0.067,-0.139,0.32951,"base_tight, above_low_20_80, within_high_75, price_above_ma150, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
LWLG,16.27,8,4,0,12,1.19,28.4%,137.9%,393.0%,0.0%,3.886,5.945,0.97119004,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
LEA,132.41,8,4,0,12,1.23,3.2%,8.5%,13.8%,-5.5%,0.094,0.048,0.075,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_positive, eps_beat, eps_positive, inst_holders"
LTRX,7.08,8,4,0,12,1.05,8.3%,34.3%,6.6%,-1.7%,0.022,-0.045,0.43076,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
QUAD,8.43,8,4,0,12,1.39,6.8%,25.8%,39.6%,0.0%,0.352,-0.077,0.21792,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
NEWT,13.12,8,4,0,12,0.92,3.0%,18.3%,-1.1%,-8.9%,-0.055,0.03,0.85251,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_line_rising","revenue_positive, gross_margin_healthy, eps_positive, inst_holders"
TORO,7.68,8,4,0,12,0.78,11.3%,111.6%,104.3%,0.0%,0.998,0.168,0.51065,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, revenue_positive, gross_margin_healthy, inst_holders"
SHEN,16.29,8,4,0,12,2.03,1.6%,6.8%,37.2%,-4.7%,0.328,0.072,0.63639,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy","revenue_positive, eps_beat, gross_margin_healthy, inst_holders"
RILY,8.98,8,4,0,12,1.38,17.5%,30.7%,7.4%,-10.1%,0.03,0.758,0.01459,"within_high_75, price_above_ma150, ma150_rising, ma_aligned, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","revenue_yoy_10pct, earnings_accelerating, revenue_positive, inst_holders"
TBRG,25.79,8,4,0,12,1.89,0.1%,64.8%,33.3%,-1.9%,0.289,0.0,0.53011,"within_high_75, price_above_ma150, ma150_rising, rel_vol_high, up_down_vol, last_vol_surge_up, rs_vs_spy, rs_line_rising","eps_beat, gross_margin_healthy, eps_positive, inst_holders"
SLRC,15.85,8,4,0,12,1.32,1.0%,11.1%,8.8%,-1.7%,0.044,-0.02,1.0,"base_tight, within_high_75, price_above_ma150, ma150_rising, ma50_cross_recent, up_down_vol, last_vol_surge_up, rs_vs_spy","earnings_accelerating, gross_margin_healthy, eps_positive, inst_holders"
TRN,36.22,8,4,0,12,1.13,14.1%,10.7%,27.2%,0.0%,0.227,-0.029,0.26552,"above_low_20_80, within_high_75, price_above_ma150, ma150_rising, ma_aligned, last_vol_surge_up, rs_vs_spy, rs_line_rising","earnings_accelerating, eps_beat, eps_positive, inst_holders"
